"AnimalID","Date","DateType","Weight_DayDiff","Weight","WeightDiff_Type"
"GOF040",2022-06-18,"Urine",0,127,"Before"
"GOF040",2022-06-20,"Urine",0,128,"Before"
"GOF040",2022-06-24,"Urine",0,130,"Before"
"GOF040",2022-06-22,"Urine",0,130.5,"Before"
"GOF040",2022-09-08,"Urine",0,129,"Before"
"GOF040",2022-10-22,"Urine",0,139,"Before"
"GOF040",2022-10-26,"Urine",0,136,"Before"
"GOF040",2023-01-13,"Urine",0,159,"Before"
"GOF040",2023-01-16,"Urine",0,142,"Before"
"GOF040",2023-01-19,"Urine",0,139,"Before"
"GOF040",2023-01-27,"Urine",0,137,"Before"
"GOF040",2023-02-03,"Urine",0,137,"Before"
"GOF040",2023-02-11,"Urine",0,144,"Before"
"GOF040",2023-02-18,"Urine",0,144,"Before"
"GOF040",2023-02-21,"Urine",0,142,"Before"
"GOF040",2023-02-24,"Urine",0,141,"Before"
"LAM015",2021-12-12,"Urine",0,155,"Before"
"LAM015",2022-05-26,"Urine",0,161,"Before"
"LAM015",2022-06-03,"Urine",0,164,"Before"
"LAM015",2022-06-12,"Urine",0,165,"Before"
"LAM015",2022-07-04,"Urine",0,165,"Before"
"LAM015",2022-07-14,"Urine",0,174,"Before"
"LAM015",2022-09-01,"Urine",0,161,"Before"
"WAF002",2022-04-28,"Urine",0,151,"Before"
"WAF002",2022-05-01,"Urine",0,153,"Before"
"WAF002",2022-05-02,"Urine",0,156,"Before"
"WAF002",2022-05-04,"Urine",0,151,"Before"
"WAF002",2022-05-06,"Urine",0,150.333333333333,"Before"
"WAF002",2022-05-29,"Urine",0,149,"Before"
"WAF002",2022-05-31,"Urine",0,148,"Before"
"WAF002",2022-06-02,"Urine",0,149.5,"Before"
"WAF002",2022-06-04,"Urine",0,153,"Before"
"WAF002",2022-06-06,"Urine",0,149,"Before"
"WAF002",2022-06-08,"Urine",0,156,"Before"
"WAF002",2022-06-10,"Urine",0,153,"Before"
"WAF002",2022-06-12,"Urine",0,151,"Before"
"WAF002",2022-06-14,"Urine",0,150,"Before"
"WAF002",2022-06-16,"Urine",0,150.6,"Before"
"WAF002",2022-06-18,"Urine",0,149,"Before"
"WAF002",2022-06-20,"Urine",0,150,"Before"
"WAF002",2022-06-22,"Urine",0,152,"Before"
"WAF002",2022-06-24,"Urine",0,149,"Before"
"WAF002",2022-06-26,"Urine",0,151,"Before"
"WAF002",2022-06-28,"Urine",0,139,"Before"
"WAF002",2022-06-30,"Urine",0,155,"Before"
"WAF002",2022-07-02,"Urine",0,150,"Before"
"WAF002",2022-07-04,"Urine",0,150,"Before"
"WAF002",2022-07-06,"Urine",0,152,"Before"
"WAF002",2022-07-08,"Urine",0,153,"Before"
"WAF002",2022-07-10,"Urine",0,152,"Before"
"WAF002",2022-07-12,"Urine",0,153,"Before"
"WAF002",2022-07-14,"Urine",0,147,"Before"
"WAF002",2022-07-16,"Urine",0,151,"Before"
"WAF002",2022-07-18,"Urine",0,149,"Before"
"WAF002",2022-07-21,"Urine",0,149,"Before"
"WAF002",2022-07-24,"Urine",0,148,"Before"
"WAF002",2022-07-27,"Urine",0,148,"Before"
"WAF002",2022-07-30,"Urine",0,150,"Before"
"WAF002",2022-08-02,"Urine",0,157,"Before"
"WAF002",2022-08-06,"Urine",0,150,"Before"
"WAF002",2022-08-09,"Urine",0,154,"Before"
"WAF002",2022-08-12,"Urine",0,152,"Before"
"WAF002",2022-08-14,"Urine",0,157,"Before"
"WAF002",2022-08-16,"Urine",0,153.5,"Before"
"WAF002",2022-08-17,"Urine",0,157.5,"Before"
"WAF002",2022-08-19,"Urine",0,154,"Before"
"WAF002",2022-08-21,"Urine",0,155,"Before"
"WAF002",2022-08-23,"Urine",0,151,"Before"
"WAF002",2022-08-25,"Urine",0,150,"Before"
"WAF002",2022-08-27,"Urine",0,150,"Before"
"WAF002",2022-09-04,"Urine",0,151,"Before"
"WAF002",2022-09-10,"Urine",0,156,"Before"
"WAF002",2022-09-17,"Urine",0,157,"Before"
"WAF002",2022-09-24,"Urine",0,154,"Before"
"WAF002",2022-10-01,"Urine",0,156,"Before"
"WAF002",2022-10-08,"Urine",0,162,"Before"
"WAF002",2022-10-15,"Urine",0,165,"Before"
"WAF002",2022-10-22,"Urine",0,169,"Before"
"WAF002",2022-10-29,"Urine",0,177,"Before"
"WAF002",2022-11-05,"Urine",0,178,"Before"
"WAF002",2022-11-12,"Urine",0,192,"Before"
"WAF002",2022-11-18,"Urine",0,191,"Before"
"WAF002",2022-11-24,"Urine",0,153,"Before"
"WAF002",2022-11-28,"Urine",0,158,"Before"
"WAF002",2022-12-02,"Urine",0,157,"Before"
"WAF002",2022-12-05,"Urine",0,143,"Before"
"WAF002",2022-12-09,"Urine",0,156,"Before"
"WAF002",2022-12-17,"Urine",0,153,"Before"
"WAF002",2022-12-24,"Urine",0,165,"Before"
"WAF002",2023-01-07,"Urine",0,160,"Before"
"WAF002",2023-01-20,"Urine",0,161,"Before"
"WAF002",2023-01-27,"Urine",0,171,"Before"
"WAF002",2023-02-03,"Urine",0,175,"Before"
"WAF002",2023-02-10,"Urine",0,183,"Before"
"WAF002",2023-02-17,"Urine",0,185,"Before"
"WAF002",2023-02-24,"Urine",0,186,"Before"
"WAF002",2023-03-02,"Urine",0,151,"Before"
"DVF047",2022-05-04,"Urine",0,132,"Before"
"DVF047",2022-05-08,"Urine",0,132,"Before"
"DVF047",2022-05-29,"Urine",0,126,"Before"
"DVF047",2022-06-27,"Urine",0,127,"Before"
"DVF047",2022-07-07,"Urine",0,129,"Before"
"DVF047",2022-07-18,"Urine",0,129,"Before"
"DVF047",2022-07-21,"Urine",0,128.5,"Before"
"DVF047",2022-07-24,"Urine",0,130,"Before"
"DVF047",2022-07-27,"Urine",0,130,"Before"
"DVF047",2022-07-30,"Urine",0,131,"Before"
"DVF047",2022-08-02,"Urine",0,131,"Before"
"DVF047",2022-08-06,"Urine",0,126,"Before"
"DVF047",2022-08-09,"Urine",0,125,"Before"
"DVF047",2022-08-12,"Urine",0,129,"Before"
"DVF047",2022-08-14,"Urine",0,126,"Before"
"DVF047",2022-08-16,"Urine",0,127.666666666667,"Before"
"DVF047",2022-08-17,"Urine",0,125,"Before"
"DVF047",2022-08-19,"Urine",0,125,"Before"
"DVF047",2022-08-21,"Urine",0,132,"Before"
"DVF047",2022-08-23,"Urine",0,139,"Before"
"DVF047",2022-08-25,"Urine",0,128,"Before"
"DVF047",2022-08-27,"Urine",0,136,"Before"
"DVF047",2022-09-04,"Urine",0,134,"Before"
"DVF047",2022-09-10,"Urine",0,135,"Before"
"DVF047",2022-09-17,"Urine",0,135,"Before"
"DVF047",2022-09-24,"Urine",0,133,"Before"
"DVF047",2022-10-01,"Urine",0,134,"Before"
"DVF047",2022-10-08,"Urine",0,140,"Before"
"DVF047",2022-10-15,"Urine",0,144,"Before"
"DVF047",2023-01-13,"Urine",0,155,"Before"
"DVF047",2023-01-16,"Urine",0,155,"Before"
"DVF047",2023-01-19,"Urine",0,156,"Before"
"DVF047",2023-01-27,"Urine",0,150,"Before"
"DVF047",2023-02-03,"Urine",0,152,"Before"
"DVF047",2023-02-11,"Urine",0,152,"Before"
"DVF047",2023-02-14,"Urine",0,151,"Before"
"DVF047",2023-02-18,"Urine",0,151,"Before"
"DVF047",2023-02-21,"Urine",0,152,"Before"
"DVF047",2023-02-24,"Urine",0,147,"Before"
"MIM003",2022-06-10,"Urine",0,180,"Before"
"MIM003",2022-06-29,"Urine",0,190,"Before"
"MIM003",2022-08-15,"Urine",0,180,"Before"
"MIM003",2022-08-17,"Urine",0,184.5,"Before"
"MIM003",2022-08-30,"Urine",0,176,"Before"
"MIM003",2022-09-13,"Urine",0,174,"Before"
"MIM003",2022-11-14,"Urine",0,166,"Before"
"DVF048",2022-05-04,"Urine",0,110,"Before"
"DVF048",2022-05-29,"Urine",0,112,"Before"
"DVF048",2022-06-27,"Urine",0,110,"Before"
"DVF048",2022-07-07,"Urine",0,106,"Before"
"DVF048",2022-07-18,"Urine",0,104,"Before"
"DVF048",2022-07-21,"Urine",0,105,"Before"
"DVF048",2022-07-24,"Urine",0,113,"Before"
"DVF048",2022-07-27,"Urine",0,110,"Before"
"DVF048",2022-07-30,"Urine",0,114,"Before"
"DVF048",2022-08-02,"Urine",0,114,"Before"
"DVF048",2022-08-06,"Urine",0,115,"Before"
"DVF048",2022-08-09,"Urine",0,117,"Before"
"DVF048",2022-08-12,"Urine",0,113,"Before"
"DVF048",2022-08-14,"Urine",0,115,"Before"
"DVF048",2022-08-16,"Urine",0,119,"Before"
"DVF048",2022-08-18,"Urine",0,114,"Before"
"DVF048",2022-08-20,"Urine",0,116,"Before"
"DVF048",2022-08-22,"Urine",0,122,"Before"
"DVF048",2022-08-24,"Urine",0,120,"Before"
"DVF048",2022-08-26,"Urine",0,119,"Before"
"DVF048",2022-08-28,"Urine",0,115,"Before"
"DVF048",2022-08-30,"Urine",0,121,"Before"
"DVF048",2022-09-01,"Urine",0,115.5,"Before"
"DVF048",2022-09-03,"Urine",0,121,"Before"
"DVF048",2022-09-06,"Urine",0,124,"Before"
"DVF048",2022-09-13,"Urine",0,119,"Before"
"DVF048",2022-09-19,"Urine",0,122,"Before"
"DVF048",2022-09-26,"Urine",0,127,"Before"
"DVF048",2022-10-03,"Urine",0,128,"Before"
"DVF048",2022-10-10,"Urine",0,126,"Before"
"DVF048",2022-10-17,"Urine",0,132,"Before"
"DVF048",2022-10-24,"Urine",0,131,"Before"
"DVF048",2022-10-31,"Urine",0,126,"Before"
"DVF048",2022-11-07,"Urine",0,129,"Before"
"DVF048",2022-11-14,"Urine",0,134,"Before"
"DVF048",2022-11-21,"Urine",0,135,"Before"
"DVF048",2022-11-29,"Urine",0,137,"Before"
"DVF048",2022-12-05,"Urine",0,137,"Before"
"DVF048",2022-12-12,"Urine",0,137,"Before"
"DVF048",2022-12-19,"Urine",0,124,"Before"
"DVF048",2022-12-28,"Urine",0,124,"Before"
"DVF048",2023-01-07,"Urine",0,120,"Before"
"DVF048",2023-01-11,"Urine",0,103,"Before"
"DVF048",2023-01-24,"Urine",0,117,"Before"
"DVF048",2023-02-07,"Urine",0,112,"Before"
"DVF061",2022-05-08,"Urine",0,127,"Before"
"DVF061",2022-05-29,"Urine",0,135,"Before"
"DVF061",2022-07-07,"Urine",0,138,"Before"
"DVF061",2022-07-18,"Urine",0,143,"Before"
"DVF061",2022-07-21,"Urine",0,143.666666666667,"Before"
"DVF061",2022-07-24,"Urine",0,144,"Before"
"DVF061",2022-07-27,"Urine",0,145,"Before"
"DVF061",2022-07-30,"Urine",0,143,"Before"
"DVF061",2022-08-02,"Urine",0,149,"Before"
"DVF061",2022-08-06,"Urine",0,146,"Before"
"DVF061",2022-08-09,"Urine",0,148,"Before"
"DVF061",2022-08-12,"Urine",0,148,"Before"
"DVF061",2022-08-14,"Urine",0,150,"Before"
"DVF061",2022-08-16,"Urine",0,148,"Before"
"DVF061",2022-08-18,"Urine",0,145,"Before"
"DVF061",2022-08-20,"Urine",0,150,"Before"
"DVF061",2022-08-22,"Urine",0,148,"Before"
"DVF061",2022-08-24,"Urine",0,146,"Before"
"DVF061",2022-08-26,"Urine",0,154,"Before"
"DVF061",2022-08-28,"Urine",0,144,"Before"
"DVF061",2022-08-30,"Urine",0,150,"Before"
"DVF061",2022-09-01,"Urine",0,145.5,"Before"
"DVF061",2022-09-03,"Urine",0,151,"Before"
"DVF061",2022-09-06,"Urine",0,154,"Before"
"DVF061",2022-09-13,"Urine",0,153,"Before"
"DVF061",2022-09-19,"Urine",0,150,"Before"
"DVF061",2022-09-26,"Urine",0,157,"Before"
"DVF061",2022-10-03,"Urine",0,160,"Before"
"DVF061",2022-10-10,"Urine",0,158,"Before"
"DVF061",2022-10-17,"Urine",0,160,"Before"
"DVF061",2022-10-24,"Urine",0,156,"Before"
"DVF061",2022-10-31,"Urine",0,152,"Before"
"DVF061",2022-11-07,"Urine",0,152,"Before"
"DVF061",2022-11-14,"Urine",0,156,"Before"
"DVF061",2022-11-21,"Urine",0,158,"Before"
"DVF061",2022-11-29,"Urine",0,159,"Before"
"DVF061",2022-12-05,"Urine",0,156,"Before"
"DVF061",2022-12-12,"Urine",0,159,"Before"
"DVF061",2022-12-19,"Urine",0,161,"Before"
"DVF061",2022-12-28,"Urine",0,163,"Before"
"DVF061",2023-01-07,"Urine",0,165,"Before"
"DVF061",2023-01-11,"Urine",0,166,"Before"
"DVF061",2023-01-24,"Urine",0,172,"Before"
"DVF061",2023-02-07,"Urine",0,175,"Before"
"G10M033",2022-06-10,"Urine",0,165,"Before"
"G10M033",2022-06-29,"Urine",0,155,"Before"
"G10M033",2022-08-15,"Urine",0,159,"Before"
"G10M033",2022-08-30,"Urine",0,162,"Before"
"G10M033",2022-09-13,"Urine",0,159,"Before"
"G10M033",2022-11-16,"Urine",0,167,"Before"
"MIF012",2022-05-29,"Urine",0,108,"Before"
"MIF012",2022-07-07,"Urine",0,119,"Before"
"MIF012",2022-07-18,"Urine",0,120,"Before"
"MIF012",2022-07-21,"Urine",0,118.5,"Before"
"MIF012",2022-07-24,"Urine",0,116,"Before"
"MIF012",2022-07-27,"Urine",0,125,"Before"
"MIF012",2022-07-30,"Urine",0,123,"Before"
"MIF012",2022-08-02,"Urine",0,131,"Before"
"MIF012",2022-08-06,"Urine",0,129,"Before"
"MIF012",2022-08-09,"Urine",0,128,"Before"
"MIF012",2022-08-12,"Urine",0,130,"Before"
"MIF012",2022-08-14,"Urine",0,134,"Before"
"MIF012",2022-08-16,"Urine",0,128.5,"Before"
"MIF012",2022-08-17,"Urine",0,126,"Before"
"MIF012",2022-08-19,"Urine",0,131,"Before"
"MIF012",2022-08-21,"Urine",0,136,"Before"
"MIF012",2022-08-23,"Urine",0,130,"Before"
"MIF012",2022-08-25,"Urine",0,133,"Before"
"MIF012",2022-08-27,"Urine",0,132,"Before"
"MIF012",2022-09-04,"Urine",0,139,"Before"
"MIF012",2022-09-10,"Urine",0,136,"Before"
"MIF012",2022-09-17,"Urine",0,148,"Before"
"MIF012",2022-09-24,"Urine",0,144,"Before"
"MIF012",2022-10-01,"Urine",0,141,"Before"
"MIF012",2022-10-08,"Urine",0,143,"Before"
"MIF012",2022-10-15,"Urine",0,146,"Before"
"MIF012",2023-01-13,"Urine",0,154,"Before"
"MIF012",2023-01-16,"Urine",0,153,"Before"
"MIF012",2023-01-19,"Urine",0,153,"Before"
"MIF012",2023-01-27,"Urine",0,150,"Before"
"MIF012",2023-02-03,"Urine",0,150,"Before"
"MIF012",2023-02-11,"Urine",0,157,"Before"
"MIF012",2023-02-14,"Urine",0,150,"Before"
"MIF012",2023-02-18,"Urine",0,144,"Before"
"MIF012",2023-02-21,"Urine",0,148,"Before"
"MIF012",2023-02-24,"Urine",0,151,"Before"
"MIF016",2022-05-29,"Urine",0,127,"Before"
"MIF016",2022-07-07,"Urine",0,138,"Before"
"MIF016",2022-07-18,"Urine",0,138,"Before"
"MIF016",2022-07-21,"Urine",0,142,"Before"
"MIF016",2022-07-24,"Urine",0,142,"Before"
"MIF016",2022-07-27,"Urine",0,149,"Before"
"MIF016",2022-07-30,"Urine",0,152,"Before"
"MIF016",2022-08-02,"Urine",0,153,"Before"
"MIF016",2022-08-06,"Urine",0,150,"Before"
"MIF016",2022-08-09,"Urine",0,154,"Before"
"MIF016",2022-08-12,"Urine",0,152,"Before"
"MIF016",2022-08-14,"Urine",0,152,"Before"
"MIF016",2022-08-16,"Urine",0,152,"Before"
"MIF016",2022-08-17,"Urine",0,154.666666666667,"Before"
"MIF016",2022-08-19,"Urine",0,150,"Before"
"MIF016",2022-08-21,"Urine",0,153,"Before"
"MIF016",2022-08-23,"Urine",0,149,"Before"
"MIF016",2022-08-25,"Urine",0,146,"Before"
"MIF016",2022-08-27,"Urine",0,149,"Before"
"MIF016",2022-09-04,"Urine",0,144,"Before"
"MIF016",2022-09-10,"Urine",0,148,"Before"
"MIF016",2022-09-17,"Urine",0,155,"Before"
"MIF016",2022-09-24,"Urine",0,154,"Before"
"MIF016",2022-10-01,"Urine",0,160,"Before"
"MIF016",2022-10-08,"Urine",0,145,"Before"
"MIF016",2022-10-15,"Urine",0,157,"Before"
"MIF016",2022-10-22,"Urine",0,157,"Before"
"MIF016",2022-10-29,"Urine",0,161,"Before"
"MIF016",2022-11-05,"Urine",0,168,"Before"
"MIF016",2022-11-12,"Urine",0,172,"Before"
"MIF016",2022-11-18,"Urine",0,179,"Before"
"MIF016",2022-11-25,"Urine",0,140,"Before"
"MIF016",2022-12-08,"Urine",0,140,"Before"
"MIF016",2022-12-24,"Urine",0,153,"Before"
"MIF016",2023-01-07,"Urine",0,134,"Before"
"MIF016",2023-01-21,"Urine",0,145,"Before"
"MIF016",2023-01-24,"Urine",0,154,"Before"
"MIF016",2023-02-04,"Urine",0,159,"Before"
"MIF016",2023-02-18,"Urine",0,168,"Before"
"MIF016",2023-02-27,"Urine",0,174,"Before"
"MIF016",2023-03-08,"Urine",0,135,"Before"
"MIF016",2023-03-13,"Urine",0,135,"Before"
"DVM021",2022-01-31,"Urine",0,151,"Before"
"DVM021",2022-02-03,"Urine",0,154,"Before"
"DVM021",2022-02-11,"Urine",0,153,"Before"
"DVM021",2022-06-10,"Urine",0,165,"Before"
"DVM021",2022-06-29,"Urine",0,162,"Before"
"DVM021",2022-08-15,"Urine",0,156,"Before"
"DVM021",2022-08-17,"Urine",0,165,"Before"
"DVM021",2022-08-30,"Urine",0,156,"Before"
"DVM021",2022-09-13,"Urine",0,162,"Before"
"DVM021",2022-11-16,"Urine",0,162,"Before"
"DVM021",2023-01-29,"Urine",0,159,"Before"
"DVM021",2023-02-08,"Urine",0,161,"Before"
"TSF048",2022-04-23,"Urine",0,159,"Before"
"TSF048",2022-04-25,"Urine",0,138,"Before"
"TSF048",2022-04-27,"Urine",0,143,"Before"
"TSF048",2022-04-29,"Urine",0,145,"Before"
"TSF048",2022-04-30,"Urine",0,141,"Before"
"TSF048",2022-05-01,"Urine",0,139,"Before"
"TSF048",2022-05-02,"Urine",0,139,"Before"
"TSF048",2022-05-04,"Urine",0,143,"Before"
"TSF048",2022-05-06,"Urine",0,140,"Before"
"TSF048",2022-05-29,"Urine",0,141,"Before"
"TSF048",2022-05-31,"Urine",0,145,"Before"
"TSF048",2022-06-02,"Urine",0,148,"Before"
"TSF048",2022-06-04,"Urine",0,145,"Before"
"TSF048",2022-06-07,"Urine",0,148,"Before"
"TSF048",2022-06-08,"Urine",0,145,"Before"
"TSF048",2022-06-10,"Urine",0,148,"Before"
"TSF048",2022-06-12,"Urine",0,152,"Before"
"TSF048",2022-06-14,"Urine",0,147,"Before"
"TSF048",2022-06-16,"Urine",0,144,"Before"
"TSF048",2022-06-18,"Urine",0,147,"Before"
"TSF048",2022-06-20,"Urine",0,145,"Before"
"TSF048",2022-06-22,"Urine",0,145,"Before"
"TSF048",2022-06-24,"Urine",0,145,"Before"
"TSF048",2022-06-26,"Urine",0,144,"Before"
"TSF048",2022-06-28,"Urine",0,144,"Before"
"TSF048",2022-06-30,"Urine",0,148,"Before"
"TSF048",2022-07-02,"Urine",0,146,"Before"
"TSF048",2022-07-04,"Urine",0,146,"Before"
"TSF048",2022-07-06,"Urine",0,149.5,"Before"
"TSF048",2022-07-08,"Urine",0,147,"Before"
"TSF048",2022-07-10,"Urine",0,146,"Before"
"TSF048",2022-07-12,"Urine",0,148,"Before"
"TSF048",2022-07-14,"Urine",0,146,"Before"
"TSF048",2022-07-16,"Urine",0,147,"Before"
"TSF048",2022-07-18,"Urine",0,152,"Before"
"TSF048",2022-07-21,"Urine",0,145,"Before"
"TSF048",2022-07-24,"Urine",0,146,"Before"
"TSF048",2022-07-27,"Urine",0,155,"Before"
"TSF048",2022-07-30,"Urine",0,155,"Before"
"TSF048",2022-08-02,"Urine",0,160,"Before"
"TSF048",2022-08-06,"Urine",0,154,"Before"
"TSF048",2022-08-09,"Urine",0,165,"Before"
"TSF048",2022-08-12,"Urine",0,155,"Before"
"TSF048",2022-08-14,"Urine",0,157,"Before"
"TSF048",2022-08-16,"Urine",0,157,"Before"
"TSF048",2022-08-17,"Urine",0,160,"Before"
"TSF048",2022-08-19,"Urine",0,154,"Before"
"TSF048",2022-08-21,"Urine",0,158,"Before"
"TSF048",2022-08-23,"Urine",0,159,"Before"
"TSF048",2022-08-25,"Urine",0,155,"Before"
"TSF048",2022-08-27,"Urine",0,159,"Before"
"TSF048",2022-09-04,"Urine",0,162,"Before"
"TSF048",2022-09-10,"Urine",0,157,"Before"
"TSF048",2022-09-17,"Urine",0,158,"Before"
"TSF048",2022-09-24,"Urine",0,154,"Before"
"TSF048",2022-10-01,"Urine",0,165,"Before"
"TSF048",2022-10-08,"Urine",0,160,"Before"
"TSF048",2022-10-15,"Urine",0,168,"Before"
"TSF048",2022-10-22,"Urine",0,174,"Before"
"TSF048",2022-10-29,"Urine",0,181,"Before"
"TSF048",2022-11-05,"Urine",0,182,"Before"
"TSF048",2022-11-12,"Urine",0,198,"Before"
"TSF048",2022-11-18,"Urine",0,155,"Before"
"TSF048",2022-11-24,"Urine",0,148,"Before"
"TSF048",2022-12-02,"Urine",0,143,"Before"
"TSF048",2022-12-09,"Urine",0,144,"Before"
"TSF048",2022-12-17,"Urine",0,139,"Before"
"TSF048",2022-12-24,"Urine",0,144,"Before"
"TSF048",2023-01-07,"Urine",0,133,"Before"
"TSF048",2023-01-21,"Urine",0,132,"Before"
"TSF048",2023-02-04,"Urine",0,142,"Before"
"TSF048",2023-02-18,"Urine",0,139,"Before"
"TSF048",2023-03-07,"Urine",0,147,"Before"
"TSF048",2023-03-14,"Urine",0,143,"Before"
"TSF048",2023-03-20,"Urine",0,154,"Before"
"MIF008",2022-05-04,"Urine",0,126,"Before"
"MIF008",2022-05-29,"Urine",0,138,"Before"
"MIF008",2022-07-07,"Urine",0,155,"Before"
"MIF008",2022-07-18,"Urine",0,151,"Before"
"MIF008",2022-07-21,"Urine",0,150.666666666667,"Before"
"MIF008",2022-07-24,"Urine",0,149,"Before"
"MIF008",2022-07-27,"Urine",0,150,"Before"
"MIF008",2022-07-30,"Urine",0,159,"Before"
"MIF008",2022-08-02,"Urine",0,155,"Before"
"MIF008",2022-08-06,"Urine",0,148,"Before"
"MIF008",2022-08-09,"Urine",0,150,"Before"
"MIF008",2022-08-12,"Urine",0,149,"Before"
"MIF008",2022-08-14,"Urine",0,152,"Before"
"MIF008",2022-08-16,"Urine",0,142,"Before"
"MIF008",2022-08-17,"Urine",0,144,"Before"
"MIF008",2022-08-19,"Urine",0,150,"Before"
"MIF008",2022-08-21,"Urine",0,155,"Before"
"MIF008",2022-08-23,"Urine",0,159,"Before"
"MIF008",2022-08-25,"Urine",0,152,"Before"
"MIF008",2022-08-27,"Urine",0,162,"Before"
"MIF008",2022-09-04,"Urine",0,159,"Before"
"MIF008",2022-09-10,"Urine",0,159,"Before"
"MIF008",2022-09-17,"Urine",0,165,"Before"
"MIF008",2022-09-24,"Urine",0,161,"Before"
"MIF008",2022-10-01,"Urine",0,163,"Before"
"MIF008",2022-10-08,"Urine",0,164,"Before"
"MIF008",2022-10-15,"Urine",0,162,"Before"
"MIF008",2023-01-13,"Urine",0,164,"Before"
"MIF008",2023-01-16,"Urine",0,162,"Before"
"MIF008",2023-01-19,"Urine",0,163,"Before"
"MIF008",2023-01-27,"Urine",0,164,"Before"
"MIF008",2023-02-03,"Urine",0,161,"Before"
"MIF008",2023-02-11,"Urine",0,168,"Before"
"MIF008",2023-02-14,"Urine",0,162,"Before"
"MIF008",2023-02-18,"Urine",0,163,"Before"
"MIF008",2023-02-21,"Urine",0,165,"Before"
"MIF008",2023-02-24,"Urine",0,160,"Before"
"FAM003",2022-01-06,"Urine",0,181,"Before"
"FAM003",2022-06-10,"Urine",0,182,"Before"
"FAM003",2022-06-29,"Urine",0,178,"Before"
"FAM003",2022-08-15,"Urine",0,173,"Before"
"FAM003",2022-08-17,"Urine",0,168,"Before"
"FAM003",2022-08-30,"Urine",0,168,"Before"
"FAM003",2022-09-13,"Urine",0,176,"Before"
"FAM003",2022-11-16,"Urine",0,187,"Before"
"FAM003",2022-12-23,"Urine",0,181,"Before"
"FAM003",2022-12-31,"Urine",0,184,"Before"
"DRF004",2022-11-10,"Urine",0,111,"Before"
"DRF004",2022-12-19,"Urine",0,132,"Before"
"DRF004",2022-12-30,"Urine",0,130,"Before"
"DRF004",2023-01-01,"Urine",0,126,"Before"
"DRF004",2023-01-16,"Urine",0,111,"Before"
"DRF004",2023-01-21,"Urine",0,108,"Before"
"DRF004",2023-01-23,"Urine",0,112,"Before"
"DRF004",2023-01-25,"Urine",0,109.5,"Before"
"DRF004",2023-01-27,"Urine",0,114,"Before"
"DRF004",2023-01-29,"Urine",0,107,"Before"
"DRF004",2023-01-31,"Urine",0,113,"Before"
"DRF004",2023-02-02,"Urine",0,113,"Before"
"DRF004",2023-02-05,"Urine",0,116,"Before"
"DRF004",2023-02-07,"Urine",0,113,"Before"
"DRF004",2023-02-10,"Urine",0,116,"Before"
"DRF004",2023-02-19,"Urine",0,114,"Before"
"DRF004",2023-02-22,"Urine",0,114,"Before"
"DRF004",2023-02-25,"Urine",0,115,"Before"
"DRF004",2023-03-03,"Urine",0,114,"Before"
"DRF004",2023-03-05,"Urine",0,114,"Before"
"DRF004",2023-03-07,"Urine",0,119,"Before"
"DRF004",2023-03-09,"Urine",0,117,"Before"
"DRF004",2023-03-11,"Urine",0,118,"Before"
"DRF004",2023-03-13,"Urine",0,117,"Before"
"DRF004",2023-03-15,"Urine",0,118,"Before"
"DRF004",2023-03-17,"Urine",0,120,"Before"
"MBF004",2022-11-26,"Urine",0,122,"Before"
"MBF004",2022-12-03,"Urine",0,118,"Before"
"MBF004",2022-12-19,"Urine",0,121,"Before"
"MBF004",2022-12-30,"Urine",0,126,"Before"
"MBF004",2023-01-16,"Urine",0,132,"Before"
"MBF004",2023-01-21,"Urine",0,124,"Before"
"MBF004",2023-02-05,"Urine",0,124,"Before"
"MBF004",2023-02-07,"Urine",0,122,"Before"
"MBF004",2023-02-10,"Urine",0,122,"Before"
"MBF004",2023-02-19,"Urine",0,121,"Before"
"MBF004",2023-02-22,"Urine",0,128,"Before"
"MBF004",2023-02-25,"Urine",0,129,"Before"
"MBF004",2023-03-03,"Urine",0,131,"Before"
"MBF004",2023-03-05,"Urine",0,129,"Before"
"MBF004",2023-03-07,"Urine",0,127,"Before"
"MBF004",2023-03-09,"Urine",0,128,"Before"
"MBF004",2023-03-11,"Urine",0,131,"Before"
"MBF004",2023-03-13,"Urine",0,124,"Before"
"MBF004",2023-03-15,"Urine",0,126,"Before"
"MBF004",2023-03-17,"Urine",0,126,"Before"
"G10M034",2022-10-16,"Urine",0,138,"Before"
"G10M034",2022-10-20,"Urine",0,143,"Before"
"G10M034",2022-12-29,"Urine",0,146,"Before"
"G10M034",2023-01-05,"Urine",0,148,"Before"
"G10M034",2023-01-19,"Urine",0,161,"Before"
"G10M034",2023-02-02,"Urine",0,161,"Before"
"G10M034",2023-02-16,"Urine",0,162,"Before"
"G10M034",2023-03-02,"Urine",0,161,"Before"
"G10M034",2023-03-05,"Urine",0,164,"Before"
"G10M034",2023-03-11,"Urine",0,157,"Before"
"G10M034",2023-03-12,"Urine",0,157,"Before"
"GOF025",2022-12-16,"Urine",0,158,"Before"
"GOF025",2022-12-31,"Urine",0,162,"Before"
"GOF025",2023-01-17,"Urine",0,158,"Before"
"GOF025",2023-01-20,"Urine",0,152,"Before"
"GOF025",2023-01-22,"Urine",0,149,"Before"
"GOF025",2023-01-24,"Urine",0,150,"Before"
"GOF025",2023-01-26,"Urine",0,152,"Before"
"GOF025",2023-01-29,"Urine",0,152,"Before"
