"AnimalID","Sex","IsolationDate","Colony","UrineNumber","Label","ExpName","UrineDate","In","Out","UrineDelay","VolumeCollected","SampleType"
"WAF045","F",2022-03-31,"BMT001",32266,"DC",NA,2022-05-01,"08:24:35","09:45:44",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",32290,"Post-Eviction",NA,2022-05-03,"08:03:10","08:44:16",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",32313,"Post-Eviction",NA,2022-05-05,"07:58:22","08:23:34",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",32353,"Post-Eviction",NA,2022-05-08,"07:50:12","08:25:18",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",32390,"Post-Eviction",NA,2022-05-10,"08:21:21","08:49:32",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",32434,"Post-Eviction",NA,2022-05-13,"08:00:50","08:53:16",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",33543,"DC",NA,2022-08-01,"07:32:13","08:25:24",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",34832,"Post-Eviction",NA,2022-10-30,"07:30:43","09:45:52",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",35767,"DC",NA,2023-01-12,"07:34:21","09:30:33",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",35802,"DC",NA,2023-01-15,"07:13:40","07:46:47",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",35847,"DC",NA,2023-01-18,"07:57:16","08:43:22",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",35952,"DC",NA,2023-01-25,"07:40:22","08:12:27",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",36048,"DC",NA,2023-02-01,"07:45:40","09:16:42",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",36140,"DC",NA,2023-02-08,"07:41:38","08:10:48",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",36248,"DC",NA,2023-02-15,"07:34:53","08:08:56",NA,1.8,"Urine"
"WAF045","F",2022-03-31,"BMT001",36341,"DC",NA,2023-02-21,"07:28:12","09:04:15",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31382,"DC",NA,2022-02-23,"07:34:22","07:40:33",NA,1.5,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31408,"Pregnant",NA,2022-02-25,"07:34:48","07:45:54",NA,0.3,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31436,"DC",NA,2022-02-27,"08:25:32","08:43:43",NA,0.6,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31456,"DC",NA,2022-03-01,"07:23:48","08:00:53",NA,0.9,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31486,"DC",NA,2022-03-03,"08:09:45","08:50:53",NA,1.1,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31508,"Post-Partum",NA,2022-03-05,"07:05:30","07:44:36",NA,0.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31542,"DC",NA,2022-03-07,"07:34:04","08:10:55",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31565,"DC",NA,2022-03-09,"07:38:50","07:39:57",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31594,"DC",NA,2022-03-11,"07:55:58","08:11:07",NA,1.5,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31615,"DC",NA,2022-03-13,"08:48:11","09:04:16",NA,1,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31642,"DC",NA,2022-03-15,"07:52:05","08:15:09",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31670,"DC",NA,2022-03-17,"07:21:42","07:40:01",NA,1,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31697,"DC",NA,2022-03-19,"07:35:18","07:45:23",NA,0.9,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31725,"DC",NA,2022-03-21,"07:32:28","07:42:34",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31755,"DC",NA,2022-03-23,"08:09:30","08:29:38",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31780,"DC",NA,2022-03-26,"07:35:10","07:40:14",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31790,"DC",NA,2022-03-27,"07:30:23","07:50:32",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31819,"DC",NA,2022-03-29,"08:15:42","08:58:50",NA,1.4,"Urine"
"WEF005","F",2022-03-31,"PlakaPlaka",31835,"DC",NA,2022-03-31,"07:58:22","08:23:34",NA,0.7,"Urine"
"WEF005","F",2022-03-31,"Chouffe",31835,"DC",NA,2022-03-31,"07:58:22","08:23:34",NA,0.7,"Urine"
"WEF005","F",2022-03-31,"Chouffe",31865,"DC",NA,2022-04-02,"07:42:50","08:12:01",NA,0.8,"Urine"
"WEF005","F",2022-03-31,"Chouffe",31892,"DC",NA,2022-04-04,"07:47:49","08:06:56",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"Chouffe",31933,"DC",NA,2022-04-06,"07:18:38","07:49:51",NA,1.1,"Urine"
"WEF005","F",2022-03-31,"Chouffe",31978,"Baseline",NA,2022-04-09,"07:53:57","08:15:03",NA,0.9,"Urine"
"WEF005","F",2022-03-31,"Chouffe",32017,"DC",NA,2022-04-12,"07:38:26","07:59:37",NA,1.1,"Urine"
"WEF005","F",2022-03-31,"Chouffe",32067,"DC",NA,2022-04-16,"07:30:26","07:55:36",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"Chouffe",32095,"DC",NA,2022-04-19,"07:52:43","08:20:48",NA,1.1,"Urine"
"WEF005","F",2022-03-31,"Chouffe",32154,"DC",NA,2022-04-23,"07:59:19","08:24:32",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"Chouffe",32180,"DC",NA,2022-04-25,"07:55:30","08:25:37",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"Chouffe",32220,"DC",NA,2022-04-29,"07:58:55","08:22:56",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",32220,"DC",NA,2022-04-29,"07:58:55","08:22:56",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",32247,"Post-Eviction",NA,2022-04-30,"07:19:21","07:25:29",NA,0.6,"Urine"
"WEF005","F",2022-03-31,"CFT001",32285,"Post-Eviction",NA,2022-05-03,"08:00:10","08:19:16",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",32319,"Post-Eviction",NA,2022-05-05,"08:14:15","08:55:25",NA,1.3,"Urine"
"WEF005","F",2022-03-31,"CFT001",32357,"Post-Eviction",NA,2022-05-08,"08:07:10","08:20:17",NA,1,"Urine"
"WEF005","F",2022-03-31,"CFT001",32392,"Post-Eviction",NA,2022-05-10,"09:03:21","09:18:32",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",32423,"Post-Eviction",NA,2022-05-13,"07:54:45","08:05:10",NA,0.6,"Urine"
"WEF005","F",2022-03-31,"CFT001",33277,"Pregnant",NA,2022-07-14,"07:01:33","07:25:38",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",33492,"Pregnant",NA,2022-07-28,"07:59:25","08:08:30",NA,0.5,"Urine"
"WEF005","F",2022-03-31,"CFT001",33581,"DC",NA,2022-08-04,"07:52:38","08:02:46",NA,0.5,"Urine"
"WEF005","F",2022-03-31,"CFT001",33694,"Post-Partum",NA,2022-08-11,"08:15:12","08:37:18",NA,1,"Urine"
"WEF005","F",2022-03-31,"CFT001",33814,"Pregnant",NA,2022-08-19,"08:05:11","08:23:24",NA,0.7,"Urine"
"WEF005","F",2022-03-31,"CFT001",34824,"Post-Eviction",NA,2022-10-30,"07:45:44","08:13:53",NA,0.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",35807,"DC",NA,2023-01-15,"07:24:39","07:47:48",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",35846,"DC",NA,2023-01-18,"08:05:16","08:11:22",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",35954,"DC",NA,2023-01-25,"07:35:22","07:48:27",NA,1.3,"Urine"
"WEF005","F",2022-03-31,"CFT001",36041,"DC",NA,2023-02-01,"07:45:40","08:19:42",NA,1.1,"Urine"
"WEF005","F",2022-03-31,"CFT001",36149,"DC",NA,2023-02-08,"07:58:38","08:20:48",NA,1.8,"Urine"
"WEF005","F",2022-03-31,"CFT001",36250,"Baseline",NA,2023-02-15,"07:35:53","08:02:56",NA,1,"Urine"
"WEF005","F",2022-03-31,"CFT001",36332,"DC",NA,2023-02-21,"07:26:12","08:02:15",NA,0.7,"Urine"
"PPF008","F",2022-03-31,"PlakaPlaka",31366,"Baseline",NA,2022-02-21,"07:23:07","08:45:08",NA,1.4,"Urine"
"PPF008","F",2022-03-31,"PlakaPlaka",31524,"Baseline",NA,2022-03-06,"08:17:35","08:57:39",NA,1.4,"Urine"
"PPF008","F",2022-03-31,"PlakaPlaka",31706,"DC",NA,2022-03-19,"07:35:18","08:29:23",NA,1.4,"Urine"
"PPF008","F",2022-03-31,"PlakaPlaka",31784,"DC",NA,2022-03-26,"07:35:14","08:20:15",NA,1.4,"Urine"
"PPF008","F",2022-03-31,"PlakaPlaka",31838,"DC",NA,2022-03-31,"07:55:22","08:40:34",NA,1.7,"Urine"
"PPF008","F",2022-03-31,"Chouffe",31838,"DC",NA,2022-03-31,"07:55:22","08:40:34",NA,1.7,"Urine"
"PPF008","F",2022-03-31,"Chouffe",31868,"DC",NA,2022-04-02,"07:42:50","08:35:02",NA,1.2,"Urine"
"PPF008","F",2022-03-31,"Chouffe",31902,"DC",NA,2022-04-04,"07:47:49","08:55:58",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",31928,"DC",NA,2022-04-06,"07:18:38","07:42:48",NA,1.7,"Urine"
"PPF008","F",2022-03-31,"Chouffe",31986,"DC",NA,2022-04-09,"07:51:57","09:14:03",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32021,"DC",NA,2022-04-12,"07:38:28","08:25:38",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32070,"DC",NA,2022-04-16,"07:36:26","08:55:36",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32098,"DC",NA,2022-04-19,"07:52:43","08:23:48",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32150,"DC",NA,2022-04-23,"07:59:21","08:24:33",NA,0.7,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32184,"DC",NA,2022-04-25,"07:55:30","08:53:37",NA,1.2,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32228,"DC",NA,2022-04-29,"07:58:55","09:10:53",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32257,"Post-Eviction",NA,2022-04-30,"07:18:21","08:53:29",NA,1,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32268,"DC",NA,2022-05-01,"08:22:35","09:31:44",NA,1.6,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32297,"Post-Eviction",NA,2022-05-03,"08:01:10","08:57:16",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32318,"Post-Eviction",NA,2022-05-05,"08:14:16","08:40:25",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32354,"Post-Eviction",NA,2022-05-08,"07:50:11","08:25:17",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32388,"Post-Eviction",NA,2022-05-10,"08:13:21","09:06:32",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32428,"Post-Eviction",NA,2022-05-13,"07:55:48","08:27:12",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32531,"DC",NA,2022-05-20,"07:55:53","08:17:58",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32616,"DC",NA,2022-05-27,"07:47:49","08:17:55",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32723,"DC",NA,2022-06-04,"08:00:34","08:25:41",NA,1.7,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32814,"DC",NA,2022-06-12,"08:07:04","08:25:09",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",32923,"DC",NA,2022-06-20,"08:01:33","08:35:42",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33028,"DC",NA,2022-06-27,"08:00:28","08:52:33",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33132,"DC",NA,2022-07-04,"08:06:39","08:43:42",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33233,"DC",NA,2022-07-11,"07:48:37","08:13:46",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33341,"DC",NA,2022-07-18,"07:46:50","08:15:50",NA,1.5,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33446,"DC",NA,2022-07-25,"07:58:52","08:19:58",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33535,"DC",NA,2022-08-01,"07:15:11","07:40:21",NA,1.2,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33640,"DC",NA,2022-08-08,"07:45:26","08:04:31",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33659,"Pregnant",NA,2022-08-09,"08:03:43","08:23:49",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33768,"Pregnant",NA,2022-08-16,"08:12:17","08:35:31",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33871,"Pregnant",NA,2022-08-23,"08:02:19","08:42:26",NA,1.6,"Urine"
"PPF008","F",2022-03-31,"Chouffe",33975,"Pregnant",NA,2022-08-31,"07:59:49","08:36:14",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34065,"Pregnant",NA,2022-09-06,"08:00:29","08:40:43",NA,1.5,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34165,"DC",NA,2022-09-13,"07:38:54","08:16:56",NA,1.2,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34235,"Post-Partum",NA,2022-09-18,"08:57:48","09:21:57",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34311,"Post-Partum",NA,2022-09-23,"07:42:28","08:14:34",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34405,"Post-Partum",NA,2022-09-30,"07:27:58","08:05:05",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34512,"DC",NA,2022-10-07,"07:45:35","08:10:45",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34627,"DC",NA,2022-10-15,"07:35:57","07:53:04",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34800,"DC",NA,2022-10-28,"07:28:56","07:58:23",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34887,"DC",NA,2022-11-04,"07:07:26","07:25:38",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",34980,"DC",NA,2022-11-12,"07:35:42","07:56:47",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",35054,"DC",NA,2022-11-18,"06:15:14","07:05:19",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",35881,"DC",NA,2023-01-20,"07:52:08","08:15:17",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",35941,"Pregnant",NA,2023-01-24,"07:26:37","07:53:42",NA,1.7,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36067,"DC",NA,2023-02-03,"07:12:32","07:45:44",NA,1.1,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36172,"Baseline",NA,2023-02-10,"07:40:47","08:03:57",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36272,"DC",NA,2023-02-17,"07:14:08","07:42:18",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36377,"DC",NA,2023-02-24,"07:29:26","07:45:39",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36469,"DC",NA,2023-03-03,"07:27:28","08:17:34",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36661,"Post-Partum",NA,2023-03-16,"07:15:43","08:10:47",NA,1.8,"Urine"
"PPF008","F",2022-03-31,"Chouffe",36680,"Pregnant",NA,2023-03-17,"07:16:47","08:12:53",NA,1.7,"Urine"
"PPF007","F",2022-03-31,"PlakaPlaka",31362,"Baseline",NA,2022-02-21,"07:23:06","08:02:07",NA,1.4,"Urine"
"PPF007","F",2022-03-31,"PlakaPlaka",31530,"Baseline",NA,2022-03-06,"08:17:36","09:27:41",NA,1.4,"Urine"
"PPF007","F",2022-03-31,"PlakaPlaka",31707,"DC",NA,2022-03-19,"07:35:18","08:33:23",NA,1.4,"Urine"
"PPF007","F",2022-03-31,"PlakaPlaka",31786,"DC",NA,2022-03-26,"07:34:15","08:50:15",NA,1.4,"Urine"
"PPF007","F",2022-03-31,"PlakaPlaka",31847,"DC",NA,2022-03-31,"07:58:22","08:59:34",NA,1.6,"Urine"
"PPF007","F",2022-03-31,"Delirium",31847,"DC",NA,2022-03-31,"07:58:22","08:59:34",NA,1.6,"Urine"
"PPF007","F",2022-03-31,"Delirium",31873,"DC",NA,2022-04-02,"07:40:50","09:40:03",NA,0.5,"Urine"
"PPF007","F",2022-03-31,"Delirium",31896,"DC",NA,2022-04-04,"07:44:49","08:15:59",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",31935,"DC",NA,2022-04-06,"07:17:38","08:12:51",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",31981,"DC",NA,2022-04-09,"07:48:57","08:33:03",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32027,"DC",NA,2022-04-12,"07:35:28","09:35:36",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32074,"DC",NA,2022-04-16,"07:38:26","10:00:36",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32103,"DC",NA,2022-04-19,"07:48:43","08:46:48",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32149,"DC",NA,2022-04-23,"07:54:21","08:19:33",NA,1.5,"Urine"
"PPF007","F",2022-03-31,"Delirium",32190,"Baseline",NA,2022-04-25,"07:53:29","09:06:36",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32226,"DC",NA,2022-04-29,"08:05:55","08:46:53",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32255,"Post-Eviction",NA,2022-04-30,"07:26:21","08:40:29",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32269,"DC",NA,2022-05-01,"08:23:35","09:40:44",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32289,"Post-Eviction",NA,2022-05-03,"08:03:10","08:44:16",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32315,"Post-Eviction",NA,2022-05-05,"08:04:22","08:32:33",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32361,"Post-Eviction",NA,2022-05-08,"07:50:06","08:55:16",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32387,"Post-Eviction",NA,2022-05-10,"08:10:21","09:06:32",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32431,"Post-Eviction",NA,2022-05-13,"07:55:49","08:50:13",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32533,"DC",NA,2022-05-20,"07:50:53","08:40:58",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32617,"DC",NA,2022-05-27,"07:48:49","08:17:55",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32722,"DC",NA,2022-06-04,"08:00:34","08:25:41",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32819,"DC",NA,2022-06-12,"08:09:04","08:58:09",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",32932,"DC",NA,2022-06-20,"08:09:33","09:23:42",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",33042,"DC",NA,2022-06-27,"08:00:28","09:29:33",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",33138,"DC",NA,2022-07-04,"08:17:49","08:43:42",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",33235,"DC",NA,2022-07-11,"07:50:37","08:29:46",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",33248,"Pregnant",NA,2022-07-12,"07:27:41","07:51:48",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",33340,"DC",NA,2022-07-18,"07:46:49","08:07:56",NA,1.2,"Urine"
"PPF007","F",2022-03-31,"Delirium",33445,"DC",NA,2022-07-25,"07:58:52","08:19:58",NA,1.1,"Urine"
"PPF007","F",2022-03-31,"Delirium",33538,"DC",NA,2022-08-01,"07:20:11","08:08:21",NA,1.7,"Urine"
"PPF007","F",2022-03-31,"Delirium",33639,"Post-Partum",NA,2022-08-08,"07:48:26","07:59:31",NA,1.7,"Urine"
"PPF007","F",2022-03-31,"Delirium",33727,"Post-Partum",NA,2022-08-13,"08:09:56","08:38:14",NA,1.4,"Urine"
"PPF007","F",2022-03-31,"Delirium",33846,"Post-Partum",NA,2022-08-21,"09:00:25","09:24:37",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",33933,"DC",NA,2022-08-28,"08:32:02","09:10:13",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34031,"DC",NA,2022-09-04,"08:45:45","09:35:01",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34164,"DC",NA,2022-09-13,"07:25:43","08:10:56",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34251,"DC",NA,2022-09-19,"07:40:44","08:10:52",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34557,"DC",NA,2022-10-10,"07:31:52","08:07:14",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34663,"DC",NA,2022-10-17,"07:34:04","08:10:17",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34748,"DC",NA,2022-10-24,"08:00:10","08:29:16",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34785,"Pregnant",NA,2022-10-27,"07:29:31","07:55:40",NA,1.1,"Urine"
"PPF007","F",2022-03-31,"Delirium",34877,"DC",NA,2022-11-03,"07:24:35","07:40:11",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",34983,"DC",NA,2022-11-12,"07:40:41","08:10:47",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",35048,"DC",NA,2022-11-17,"06:15:45","06:57:58",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",35127,"DC",NA,2022-11-24,"07:15:42","08:26:52",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",35233,"DC",NA,2022-12-01,"07:20:41","07:56:00",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",35327,"Post-Partum",NA,2022-12-08,"07:09:20","07:50:36",NA,0.9,"Urine"
"PPF007","F",2022-03-31,"Delirium",36251,"Pregnant",NA,2023-02-15,"07:20:53","07:57:56",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",36427,"DC",NA,2023-02-28,"07:49:34","08:28:39",NA,1.7,"Urine"
"PPF007","F",2022-03-31,"Delirium",36690,"DC",NA,2023-03-18,"07:21:30","07:52:33",NA,1.8,"Urine"
"PPF007","F",2022-03-31,"Delirium",36911,"DC",NA,2023-04-02,"07:25:51","07:54:57",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"PlakaPlaka",31361,"Baseline",NA,2022-02-21,"07:23:05","07:55:07",NA,1.4,"Urine"
"PPF009","F",2022-03-31,"PlakaPlaka",31523,"Baseline",NA,2022-03-06,"08:17:34","08:50:39",NA,1.4,"Urine"
"PPF009","F",2022-03-31,"PlakaPlaka",31701,"DC",NA,2022-03-19,"07:35:18","08:08:23",NA,1.4,"Urine"
"PPF009","F",2022-03-31,"PlakaPlaka",31781,"DC",NA,2022-03-26,"07:35:11","08:10:14",NA,1.4,"Urine"
"PPF009","F",2022-03-31,"PlakaPlaka",31837,"DC",NA,2022-03-31,"07:58:22","08:30:34",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",31837,"DC",NA,2022-03-31,"07:58:22","08:30:34",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",31864,"DC",NA,2022-04-02,"07:40:50","08:12:01",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",31893,"DC",NA,2022-04-04,"07:44:49","08:06:57",NA,1.9,"Urine"
"PPF009","F",2022-03-31,"Delirium",31932,"DC",NA,2022-04-06,"07:17:38","07:49:50",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",31980,"DC",NA,2022-04-09,"07:48:57","08:31:03",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",32023,"DC",NA,2022-04-12,"07:35:28","08:50:38",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",32068,"DC",NA,2022-04-16,"07:33:26","08:20:36",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",32097,"DC",NA,2022-04-19,"07:48:43","08:23:48",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",32161,"DC",NA,2022-04-23,"07:54:18","10:13:31",NA,1.3,"Urine"
"PPF009","F",2022-03-31,"Delirium",32186,"DC",NA,2022-04-25,"07:53:30","08:46:36",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"Delirium",32225,"DC",NA,2022-04-29,"08:05:55","08:34:53",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"DLT001",32225,"DC",NA,2022-04-29,"08:05:55","08:34:53",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"DLT001",32249,"Post-Eviction",NA,2022-04-30,"07:25:21","07:40:29",NA,1,"Urine"
"PPF009","F",2022-03-31,"DLT001",32288,"Post-Eviction",NA,2022-05-03,"08:03:10","08:44:16",NA,0.2,"Urine"
"PPF009","F",2022-03-31,"DLT001",32323,"Post-Eviction",NA,2022-05-05,"08:04:13","08:32:24",NA,0.7,"Urine"
"PPF009","F",2022-03-31,"DLT001",32362,"Post-Eviction",NA,2022-05-08,"08:07:06","08:55:15",NA,1.8,"Urine"
"PPF009","F",2022-03-31,"DLT001",32391,"Post-Eviction",NA,2022-05-10,"08:23:21","09:06:32",NA,1.4,"Urine"
"PPF009","F",2022-03-31,"DLT001",32422,"Post-Eviction",NA,2022-05-13,"07:54:44","08:05:09",NA,1.8,"Urine"
"ARF028","F",2022-05-06,"Shorny",31496,"Baseline",NA,2022-03-04,"07:50:13","08:14:26",NA,1.5,"Urine"
"ARF028","F",2022-05-06,"Shorny",31557,"Post-Partum",NA,2022-03-08,"07:37:01","08:34:10",NA,1.4,"Urine"
"ARF028","F",2022-05-06,"Shorny",31579,"DC",NA,2022-03-10,"07:59:12","08:43:18",NA,1.5,"Urine"
"ARF028","F",2022-05-06,"Shorny",31609,"DC",NA,2022-03-12,"07:57:23","08:43:40",NA,1.4,"Urine"
"ARF028","F",2022-05-06,"Shorny",31637,"DC",NA,2022-03-14,"07:40:30","08:41:36",NA,1.4,"Urine"
"ARF028","F",2022-05-06,"Shorny",31663,"Baseline",NA,2022-03-16,"07:30:07","08:10:18",NA,1.4,"Urine"
